workclass,education,marital_status,occupation,capital_gain,capital_loss,hours_per_week
Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,39
Private,Assoc-voc,Never-married,Other-service,0,0,16
State-gov,Assoc-voc,Divorced,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,44
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,30
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,0,0,50
Private,1st-4th,Widowed,Priv-house-serv,0,0,30
Private,HS-grad,Divorced,Craft-repair,0,0,45
Private,Some-college,Never-married,Other-service,0,0,40
Private,HS-grad,Divorced,Craft-repair,14344,0,40
Private,11th,Never-married,Craft-repair,0,0,35
Private,HS-grad,Never-married,Transport-moving,0,0,45
State-gov,Preschool,Never-married,Other-service,0,0,24
Private,11th,Divorced,Exec-managerial,0,0,36
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,45
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,0,25
Private,Assoc-acdm,Never-married,Transport-moving,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,1902,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Divorced,Prof-specialty,6723,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,7
State-gov,Some-college,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,12th,Separated,Machine-op-inspct,0,0,40
Private,Some-college,Divorced,Other-service,0,0,38
Private,Some-college,Never-married,Other-service,0,0,25
State-gov,Some-college,Married-spouse-absent,Other-service,0,0,40
Private,11th,Never-married,Sales,0,0,20
Private,1st-4th,Divorced,Craft-repair,0,0,40
Private,Assoc-acdm,Divorced,Sales,0,880,45
Self-emp-not-inc,HS-grad,Separated,Exec-managerial,0,0,50
Private,Bachelors,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,45
Private,Some-college,Never-married,Sales,0,0,15
Private,Bachelors,Never-married,Other-service,0,0,24
Local-gov,Some-college,Married-civ-spouse,Protective-serv,3908,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,45
Private,12th,Married-spouse-absent,Handlers-cleaners,0,0,56
Private,Bachelors,Never-married,Craft-repair,0,0,45
Private,HS-grad,Never-married,Prof-specialty,0,0,50
Federal-gov,Bachelors,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,99999,0,70
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,15
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,51
Private,Some-college,Divorced,Tech-support,0,0,40
Federal-gov,Some-college,Divorced,Adm-clerical,0,0,40
Private,11th,Never-married,Prof-specialty,0,0,25
Private,HS-grad,Never-married,Handlers-cleaners,0,0,52
Private,HS-grad,Married-civ-spouse,Protective-serv,0,0,40
Self-emp-inc,Masters,Married-civ-spouse,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Widowed,Prof-specialty,0,0,15
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,7298,0,35
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,3103,0,50
Private,Some-college,Never-married,Other-service,0,0,60
Private,HS-grad,Never-married,Transport-moving,0,0,38
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,HS-grad,Divorced,Machine-op-inspct,0,0,38
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0,0,40
State-gov,Bachelors,Married-civ-spouse,Protective-serv,0,0,50
Private,Bachelors,Never-married,Craft-repair,11678,0,45
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,15
Private,HS-grad,Divorced,Other-service,0,0,33
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,65
Private,5th-6th,Never-married,Priv-house-serv,0,0,40
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,99999,0,40
Private,Some-college,Never-married,Sales,0,0,22
Private,Assoc-voc,Never-married,Machine-op-inspct,0,0,40
Private,Some-college,Divorced,Prof-specialty,0,0,20
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,45
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,0,0,60
Federal-gov,Some-college,Married-civ-spouse,Tech-support,7688,0,40
Private,5th-6th,Married-civ-spouse,Prof-specialty,0,0,56
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Local-gov,Some-college,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Self-emp-not-inc,Bachelors,Divorced,Adm-clerical,0,1762,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,7298,0,60
Private,Bachelors,Married-civ-spouse,Other-service,0,0,20
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Never-married,Exec-managerial,0,0,40
Private,Some-college,Never-married,Handlers-cleaners,0,0,12
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,40
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0,0,65
Private,Bachelors,Never-married,Adm-clerical,0,0,50
Federal-gov,Doctorate,Never-married,Prof-specialty,0,0,99
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,50
State-gov,11th,Married-civ-spouse,Transport-moving,0,0,40
Private,10th,Separated,Handlers-cleaners,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,70
Private,HS-grad,Married-civ-spouse,Sales,0,0,36
Private,9th,Married-civ-spouse,Transport-moving,0,0,40
Private,Doctorate,Never-married,Exec-managerial,0,0,40
Private,10th,Married-civ-spouse,Exec-managerial,0,0,45
Private,Bachelors,Married-civ-spouse,Sales,0,0,60
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,99999,0,65
Private,Some-college,Divorced,Prof-specialty,0,0,10
Private,Bachelors,Never-married,Other-service,0,0,30
Private,HS-grad,Never-married,Transport-moving,0,0,40
Private,HS-grad,Divorced,Adm-clerical,0,0,40
Private,12th,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,10th,Married-spouse-absent,Transport-moving,0,0,45
Local-gov,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Local-gov,Some-college,Married-civ-spouse,Protective-serv,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Divorced,Machine-op-inspct,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0,0,50
Private,Some-college,Never-married,Adm-clerical,0,0,52
Private,Masters,Never-married,Prof-specialty,0,0,40
Local-gov,HS-grad,Widowed,Adm-clerical,0,0,38
Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,0,0,41
Private,7th-8th,Married-civ-spouse,Craft-repair,1797,0,40
Private,10th,Divorced,Machine-op-inspct,0,1594,32
Private,HS-grad,Never-married,Prof-specialty,0,0,28
Private,Assoc-acdm,Divorced,Craft-repair,0,0,40
Private,Bachelors,Never-married,Exec-managerial,2202,0,4
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,42
Private,HS-grad,Widowed,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Local-gov,Assoc-acdm,Never-married,Adm-clerical,0,0,40
Private,10th,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,50
Private,Assoc-voc,Married-civ-spouse,Farming-fishing,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,3103,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,40
Private,Bachelors,Divorced,Sales,0,0,44
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,0,0,60
Private,Some-college,Never-married,Sales,0,0,20
Private,HS-grad,Widowed,Sales,0,0,25
Private,Masters,Married-civ-spouse,Exec-managerial,0,0,46
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,45
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,0,0,84
Private,9th,Never-married,Other-service,0,0,50
Private,Assoc-acdm,Never-married,Sales,0,0,40
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,60
Private,Assoc-acdm,Divorced,Prof-specialty,0,0,40
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-not-inc,HS-grad,Never-married,Sales,0,0,42
State-gov,Assoc-acdm,Never-married,Adm-clerical,0,0,25
Private,7th-8th,Never-married,Farming-fishing,0,0,40
Self-emp-not-inc,HS-grad,Never-married,Other-service,0,0,8
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0,0,3
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,35
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,45
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Local-gov,5th-6th,Married-civ-spouse,Protective-serv,0,0,20
Federal-gov,HS-grad,Never-married,Transport-moving,0,0,40
Private,10th,Married-civ-spouse,Transport-moving,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,11th,Never-married,Sales,0,0,35
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,7298,0,40
Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,0,0,30
Private,Bachelors,Never-married,Sales,0,0,40
Private,Some-college,Divorced,Machine-op-inspct,0,0,40
Private,Some-college,Divorced,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,10th,Widowed,Other-service,0,0,6
Private,HS-grad,Separated,Machine-op-inspct,0,0,40
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,0,0,60
Private,HS-grad,Divorced,Handlers-cleaners,0,0,44
Private,Some-college,Never-married,Sales,0,0,50
Private,11th,Never-married,Transport-moving,0,0,42
Private,HS-grad,Married-civ-spouse,Sales,0,0,60
Private,Bachelors,Married-civ-spouse,Sales,0,0,45
Private,Some-college,Divorced,Craft-repair,0,0,42
Private,11th,Never-married,Other-service,0,0,20
Local-gov,Some-college,Never-married,Other-service,0,0,40
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,0,0,60
Private,Some-college,Never-married,Sales,0,0,60
Private,Some-college,Married-civ-spouse,Other-service,0,0,50
Private,Bachelors,Never-married,Tech-support,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,20
Local-gov,Some-college,Divorced,Handlers-cleaners,0,0,50
Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Sales,0,0,40
Local-gov,Bachelors,Never-married,Prof-specialty,0,0,35
Federal-gov,Prof-school,Separated,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,2885,0,40
Private,1st-4th,Separated,Machine-op-inspct,0,0,40
Private,Bachelors,Married-civ-spouse,Sales,0,0,40
Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,15024,0,60
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,12
Private,12th,Never-married,Prof-specialty,0,0,40
Private,Some-college,Separated,Adm-clerical,0,0,16
Private,Bachelors,Married-civ-spouse,Sales,0,0,40
Private,11th,Married-civ-spouse,Exec-managerial,0,0,55
Private,HS-grad,Married-civ-spouse,Sales,0,0,60
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Married-civ-spouse,Craft-repair,0,0,35
Local-gov,Some-college,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Tech-support,0,0,50
Self-emp-inc,Some-college,Divorced,Exec-managerial,0,0,65
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,45
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,44
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,0,0,40
Local-gov,Preschool,Married-civ-spouse,Other-service,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,3674,0,50
Private,HS-grad,Divorced,Adm-clerical,0,0,36
State-gov,Bachelors,Never-married,Prof-specialty,0,0,50
Private,10th,Divorced,Other-service,0,0,40
Self-emp-not-inc,HS-grad,Divorced,Other-service,0,0,45
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Bachelors,Married-civ-spouse,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Other-service,0,0,40
State-gov,Bachelors,Never-married,Prof-specialty,0,0,20
Private,Some-college,Never-married,Priv-house-serv,0,0,20
Private,5th-6th,Separated,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Private,Bachelors,Married-civ-spouse,Other-service,7688,0,52
Private,Some-college,Divorced,Machine-op-inspct,0,0,40
Private,Bachelors,Never-married,Sales,0,0,50
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,9th,Never-married,Farming-fishing,0,0,40
Private,Assoc-voc,Divorced,Prof-specialty,0,0,40
Private,10th,Never-married,Farming-fishing,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,50
Private,Bachelors,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Divorced,Other-service,0,0,30
Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,0,0,55
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,35
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,0,0,40
State-gov,Some-college,Never-married,Adm-clerical,0,0,25
Self-emp-not-inc,11th,Never-married,Craft-repair,0,0,40
Private,HS-grad,Married-spouse-absent,Farming-fishing,0,0,20
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,1977,45
Private,Bachelors,Married-civ-spouse,Adm-clerical,0,0,45
Private,Some-college,Married-civ-spouse,Sales,4064,0,40
Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,0,0,70
Private,Bachelors,Separated,Prof-specialty,0,0,56
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
State-gov,Masters,Never-married,Prof-specialty,0,0,20
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0,2415,50
Private,HS-grad,Never-married,Handlers-cleaners,0,0,42
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,3818,0,30
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,1887,50
Private,HS-grad,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,40
Private,10th,Divorced,Other-service,0,0,48
Private,HS-grad,Never-married,Handlers-cleaners,0,0,38
Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,0,0,48
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,32
Private,Bachelors,Married-civ-spouse,Sales,0,0,50
Private,HS-grad,Never-married,Other-service,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
State-gov,Some-college,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,1504,40
Local-gov,12th,Married-civ-spouse,Farming-fishing,0,0,40
Private,Some-college,Divorced,Machine-op-inspct,0,0,35
Private,Prof-school,Divorced,Prof-specialty,0,0,5
Federal-gov,Bachelors,Divorced,Exec-managerial,0,0,50
Private,Some-college,Never-married,Other-service,0,0,24
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0,0,45
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Divorced,Handlers-cleaners,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,60
Private,10th,Widowed,Adm-clerical,0,2238,35
Private,7th-8th,Married-civ-spouse,Transport-moving,0,0,80
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,46
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,38
Private,Some-college,Never-married,Protective-serv,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,0,0,30
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,0,16
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Divorced,Exec-managerial,594,0,10
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,25
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Other-service,0,0,21
Private,Bachelors,Married-civ-spouse,Other-service,0,0,60
Private,HS-grad,Divorced,Adm-clerical,0,0,28
Private,12th,Never-married,Handlers-cleaners,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,5013,0,40
Private,HS-grad,Married-civ-spouse,Farming-fishing,0,0,25
Private,Some-college,Never-married,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,10th,Married-civ-spouse,Other-service,0,0,35
Private,Bachelors,Divorced,Sales,0,0,35
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,1902,40
Private,Some-college,Never-married,Adm-clerical,0,0,30
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,40
Federal-gov,Some-college,Divorced,Adm-clerical,0,0,40
Private,Bachelors,Married-civ-spouse,Tech-support,0,1977,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,5
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Self-emp-not-inc,10th,Never-married,Craft-repair,0,0,25
Private,HS-grad,Divorced,Sales,0,0,40
Private,Some-college,Married-spouse-absent,Adm-clerical,0,0,45
Private,Masters,Never-married,Prof-specialty,4650,0,37
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,2885,0,32
Self-emp-not-inc,HS-grad,Divorced,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,42
Self-emp-not-inc,HS-grad,Widowed,Other-service,0,0,20
Local-gov,Some-college,Never-married,Prof-specialty,0,0,55
Private,HS-grad,Never-married,Priv-house-serv,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,35
Private,12th,Never-married,Other-service,0,0,32
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Assoc-voc,Widowed,Exec-managerial,0,0,40
Private,1st-4th,Divorced,Priv-house-serv,0,0,12
Private,HS-grad,Never-married,Handlers-cleaners,7443,0,35
State-gov,Bachelors,Never-married,Prof-specialty,0,0,20
Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,0,0,20
Private,Some-college,Never-married,Transport-moving,0,0,30
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,12th,Divorced,Craft-repair,0,0,35
Private,Some-college,Never-married,Protective-serv,0,0,48
Local-gov,12th,Married-civ-spouse,Tech-support,0,0,50
Private,Some-college,Never-married,Adm-clerical,0,0,38
Private,Assoc-acdm,Divorced,Sales,0,0,50
Private,10th,Never-married,Other-service,0,0,25
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,Masters,Married-civ-spouse,Exec-managerial,0,0,35
Private,Some-college,Divorced,Exec-managerial,0,0,40
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,35
Private,Some-college,Divorced,Sales,0,0,60
Private,Some-college,Married-civ-spouse,Exec-managerial,15024,0,50
Local-gov,9th,Married-civ-spouse,Other-service,0,0,40
Private,Masters,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Divorced,Adm-clerical,0,0,35
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Self-emp-not-inc,Bachelors,Never-married,Tech-support,0,0,40
State-gov,Doctorate,Divorced,Prof-specialty,0,0,50
Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,0,0,50
Private,12th,Never-married,Craft-repair,0,0,40
Private,Prof-school,Divorced,Prof-specialty,14084,0,50
Private,Bachelors,Never-married,Other-service,0,0,40
Private,Assoc-voc,Divorced,Sales,0,0,40
Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,0,2392,25
State-gov,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Separated,Adm-clerical,0,0,40
Private,Bachelors,Never-married,Tech-support,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,7688,0,10
Private,Some-college,Divorced,Adm-clerical,0,0,55
Private,12th,Never-married,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0,0,45
Private,9th,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,65
State-gov,Assoc-voc,Widowed,Other-service,0,0,37
Private,10th,Never-married,Sales,0,0,12
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,Preschool,Never-married,Farming-fishing,0,0,50
Private,HS-grad,Never-married,Exec-managerial,0,0,45
Self-emp-inc,Bachelors,Never-married,Adm-clerical,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,0,0,50
State-gov,Masters,Never-married,Prof-specialty,0,0,40
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,HS-grad,Never-married,Prof-specialty,0,0,40
Private,Bachelors,Married-civ-spouse,Adm-clerical,0,0,40
Private,Masters,Married-civ-spouse,Sales,0,0,45
Private,10th,Divorced,Prof-specialty,2050,0,40
Private,Assoc-voc,Never-married,Craft-repair,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,0,0,30
Private,Some-college,Never-married,Prof-specialty,0,0,25
Private,Bachelors,Never-married,Sales,0,0,40
Private,HS-grad,Widowed,Prof-specialty,0,0,24
Private,Masters,Never-married,Sales,0,2444,45
Private,7th-8th,Widowed,Transport-moving,0,0,10
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,99999,0,50
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,50
Local-gov,Some-college,Never-married,Other-service,0,0,10
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,12th,Never-married,Prof-specialty,0,0,48
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Never-married,Transport-moving,0,0,70
Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,4931,0,3
Private,Doctorate,Married-civ-spouse,Exec-managerial,0,0,57
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
State-gov,Some-college,Divorced,Adm-clerical,4650,0,40
Private,Assoc-acdm,Divorced,Craft-repair,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,27
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Local-gov,Some-college,Separated,Craft-repair,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,0,0,45
Local-gov,Masters,Married-civ-spouse,Exec-managerial,0,0,60
Private,HS-grad,Married-civ-spouse,Craft-repair,7688,0,70
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,50
Private,Assoc-voc,Never-married,Prof-specialty,0,0,55
Self-emp-inc,Some-college,Married-civ-spouse,Sales,0,0,50
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,60
Private,10th,Never-married,Other-service,0,0,8
Private,Some-college,Never-married,Other-service,0,0,53
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,7298,0,45
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0,0,50
Private,7th-8th,Married-civ-spouse,Other-service,0,1651,40
Private,HS-grad,Never-married,Sales,0,0,50
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,0,0,50
Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-inc,Some-college,Never-married,Sales,0,0,35
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Masters,Married-civ-spouse,Exec-managerial,15024,0,50
Private,Some-college,Divorced,Tech-support,0,0,40
Private,10th,Married-civ-spouse,Handlers-cleaners,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,0,0,45
Private,9th,Never-married,Craft-repair,0,0,40
Private,Some-college,Divorced,Machine-op-inspct,0,0,30
Local-gov,HS-grad,Widowed,Adm-clerical,0,0,25
Private,Assoc-acdm,Divorced,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Sales,0,0,40
Private,11th,Married-civ-spouse,Craft-repair,0,0,42
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,7298,0,50
Private,1st-4th,Never-married,Prof-specialty,0,0,30
Private,Assoc-voc,Never-married,Prof-specialty,0,0,42
Private,HS-grad,Divorced,Sales,0,0,25
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,Assoc-voc,Divorced,Prof-specialty,0,0,40
Private,11th,Married-civ-spouse,Prof-specialty,0,0,48
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,9th,Never-married,Priv-house-serv,0,0,30
Private,11th,Married-civ-spouse,Craft-repair,0,0,40
Private,Masters,Never-married,Prof-specialty,0,0,40
Local-gov,Some-college,Married-civ-spouse,Protective-serv,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,HS-grad,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Machine-op-inspct,0,0,38
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,16
Local-gov,HS-grad,Widowed,Protective-serv,0,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Masters,Never-married,Prof-specialty,0,0,40
Private,7th-8th,Married-civ-spouse,Farming-fishing,2580,0,60
Private,HS-grad,Never-married,Machine-op-inspct,0,0,30
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,4386,0,13
Private,Some-college,Never-married,Priv-house-serv,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,35
Private,Some-college,Never-married,Craft-repair,0,0,40
Private,HS-grad,Widowed,Other-service,0,0,20
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,0,50
Private,Some-college,Never-married,Adm-clerical,2463,0,40
